--- Comparative Analysis of Play Rewards (N=6 to N=8) ---
Reward: Average value of cards seen before the stop decision.
-------------------------------------------------------------------------

[ N = 6 (Total Permutations: 720) ]
-------------------------------------------------------------------------
    Permutation      DP Reward   Baseline Avg
-------------------------------------------------------------------------
[4,5,8,3,2,1,6,7]         5.6667         4.5000
[4,5,8,3,2,1,7,6]         5.6667         4.5000
[4,5,8,3,2,6,1,7]         5.6667         4.5000
[4,5,8,3,2,6,7,1]         5.6667         4.5000
[4,5,8,3,2,7,1,6]         5.6667         4.5000
[4,5,8,3,2,7,6,1]         5.6667         4.5000
[4,5,8,3,6,1,2,7]         5.6667         4.5000
[4,5,8,3,6,1,7,2]         5.6667         4.5000
[4,5,8,3,6,2,1,7]         5.6667         4.5000
[4,5,8,3,6,2,7,1]         5.6667         4.5000
[4,5,8,3,6,7,1,2]         5.6667         4.5000
[4,5,8,3,6,7,2,1]         5.6667         4.5000
[4,5,8,3,7,1,2,6]         5.6667         4.5000
[4,5,8,3,7,1,6,2]         5.6667         4.5000
[4,5,8,3,7,2,1,6]         5.6667         4.5000
[4,5,8,3,7,2,6,1]         5.6667         4.5000
[4,5,8,3,7,6,1,2]         5.6667         4.5000
[4,5,8,3,7,6,2,1]         5.6667         4.5000
[4,5,8,6,1,2,3,7]         5.6667         4.5000
[4,5,8,6,1,2,7,3]         5.6667         4.5000
[4,5,8,6,1,3,2,7]         5.6667         4.5000
[4,5,8,6,1,3,7,2]         5.6667         4.5000
[4,5,8,6,1,7,2,3]         5.6667         4.5000
[4,5,8,6,1,7,3,2]         5.6667         4.5000
[4,5,8,6,2,1,3,7]         5.6667         4.5000
[4,5,8,6,2,1,7,3]         5.6667         4.5000
[4,5,8,6,2,3,1,7]         5.6667         4.5000
[4,5,8,6,2,3,7,1]         5.6667         4.5000
[4,5,8,6,2,7,1,3]         5.6667         4.5000
[4,5,8,6,2,7,3,1]         5.6667         4.5000
[4,5,8,6,3,1,2,7]         5.6667         4.5000
[4,5,8,6,3,1,7,2]         5.6667         4.5000
[4,5,8,6,3,2,1,7]         5.6667         4.5000
[4,5,8,6,3,2,7,1]         5.6667         4.5000
[4,5,8,6,3,7,1,2]         5.6667         4.5000
[4,5,8,6,3,7,2,1]         5.6667         4.5000
[4,5,8,6,7,1,2,3]         5.6667         4.5000
[4,5,8,6,7,1,3,2]         5.6667         4.5000
[4,5,8,6,7,2,1,3]         5.6667         4.5000
[4,5,8,6,7,2,3,1]         5.6667         4.5000
[4,5,8,6,7,3,1,2]         5.6667         4.5000
[4,5,8,6,7,3,2,1]         5.6667         4.5000
[4,5,8,7,1,2,3,6]         5.6667         4.5000
[4,5,8,7,1,2,6,3]         5.6667         4.5000
[4,5,8,7,1,3,2,6]         5.6667         4.5000
[4,5,8,7,1,3,6,2]         5.6667         4.5000
[4,5,8,7,1,6,2,3]         5.6667         4.5000
[4,5,8,7,1,6,3,2]         5.6667         4.5000
[4,5,8,7,2,1,3,6]         5.6667         4.5000
[4,5,8,7,2,1,6,3]         5.6667         4.5000
[4,5,8,7,2,3,1,6]         5.6667         4.5000
[4,5,8,7,2,3,6,1]         5.6667         4.5000
[4,5,8,7,2,6,1,3]         5.6667         4.5000
[4,5,8,7,2,6,3,1]         5.6667         4.5000
[4,5,8,7,3,1,2,6]         5.6667         4.5000
[4,5,8,7,3,1,6,2]         5.6667         4.5000
[4,5,8,7,3,2,1,6]         5.6667         4.5000
[4,5,8,7,3,2,6,1]         5.6667         4.5000
[4,5,8,7,3,6,1,2]         5.6667         4.5000
[4,5,8,7,3,6,2,1]         5.6667         4.5000
[4,5,8,7,6,1,2,3]         5.6667         4.5000
[4,5,8,7,6,1,3,2]         5.6667         4.5000
[4,5,8,7,6,2,1,3]         5.6667         4.5000
[4,5,8,7,6,2,3,1]         5.6667         4.5000
[4,5,8,7,6,3,1,2]         5.6667         4.5000
[4,5,8,7,6,3,2,1]         5.6667         4.5000
[4,6,1,2,3,5,7,8]         4.0000         5.0000
[4,6,1,2,3,5,8,7]         4.1429         5.0000
[4,6,1,2,3,7,5,8]         4.0000         5.0000
[4,6,1,2,3,7,8,5]         4.4286         5.0000
[4,6,1,2,3,8,5,7]         4.1429         5.0000
[4,6,1,2,3,8,7,5]         4.4286         5.0000
[4,6,1,2,5,3,7,8]         4.0000         5.0000
[4,6,1,2,5,3,8,7]         4.1429         5.0000
[4,6,1,2,5,7,3,8]         4.0000         5.0000
[4,6,1,2,5,7,8,3]         4.7143         5.0000
[4,6,1,2,5,8,3,7]         4.1429         5.0000
[4,6,1,2,5,8,7,3]         4.7143         5.0000
[4,6,1,2,7,3,5,8]         4.0000         5.0000
[4,6,1,2,7,3,8,5]         4.4286         5.0000
[4,6,1,2,7,5,3,8]         4.0000         5.0000
[4,6,1,2,7,5,8,3]         4.7143         5.0000
[4,6,1,2,7,8,3,5]         4.6667         5.0000
[4,6,1,2,7,8,5,3]         4.6667         5.0000
[4,6,1,2,8,3,5,7]         4.1429         5.0000
[4,6,1,2,8,3,7,5]         4.4286         5.0000
[4,6,1,2,8,5,3,7]         4.1429         5.0000
[4,6,1,2,8,5,7,3]         4.7143         5.0000
[4,6,1,2,8,7,3,5]         4.6667         5.0000
[4,6,1,2,8,7,5,3]         4.6667         5.0000
[4,6,1,3,2,5,7,8]         4.0000         5.0000
[4,6,1,3,2,5,8,7]         4.1429         5.0000
[4,6,1,3,2,7,5,8]         4.0000         5.0000
[4,6,1,3,2,7,8,5]         4.4286         5.0000
[4,6,1,3,2,8,5,7]         4.1429         5.0000
[4,6,1,3,2,8,7,5]         4.4286         5.0000
[4,6,1,3,5,2,7,8]         4.0000         5.0000
[4,6,1,3,5,2,8,7]         4.1429         5.0000
[4,6,1,3,5,7,2,8]         4.0000         5.0000
[4,6,1,3,5,7,8,2]         4.8571         5.0000
[4,6,1,3,5,8,2,7]         4.5000         5.0000
[4,6,1,3,5,8,7,2]         4.5000         5.0000
[4,6,1,3,7,2,5,8]         4.0000         5.0000
[4,6,1,3,7,2,8,5]         4.4286         5.0000
[4,6,1,3,7,5,2,8]         4.0000         5.0000
[4,6,1,3,7,5,8,2]         4.8571         5.0000
[4,6,1,3,7,8,2,5]         4.8333         5.0000
[4,6,1,3,7,8,5,2]         4.8333         5.0000
[4,6,1,3,8,2,5,7]         4.1429         5.0000
[4,6,1,3,8,2,7,5]         4.4286         5.0000
[4,6,1,3,8,5,2,7]         4.5000         5.0000
[4,6,1,3,8,5,7,2]         4.5000         5.0000
[4,6,1,3,8,7,2,5]         4.8333         5.0000
[4,6,1,3,8,7,5,2]         4.8333         5.0000
[4,6,1,5,2,3,7,8]         4.0000         5.0000
[4,6,1,5,2,3,8,7]         4.1429         5.0000
[4,6,1,5,2,7,3,8]         4.0000         5.0000
[4,6,1,5,2,7,8,3]         4.7143         5.0000
[4,6,1,5,2,8,3,7]         4.1429         5.0000
[4,6,1,5,2,8,7,3]         4.7143         5.0000
[4,6,1,5,3,2,7,8]         4.0000         5.0000
[4,6,1,5,3,2,8,7]         4.1429         5.0000
[4,6,1,5,3,7,2,8]         4.0000         5.0000
[4,6,1,5,3,7,8,2]         4.8571         5.0000
[4,6,1,5,3,8,2,7]         4.5000         5.0000
[4,6,1,5,3,8,7,2]         4.5000         5.0000
[4,6,1,5,7,2,3,8]         4.0000         5.0000
[4,6,1,5,7,2,8,3]         4.7143         5.0000
[4,6,1,5,7,3,2,8]         4.0000         5.0000
[4,6,1,5,7,3,8,2]         4.8571         5.0000
[4,6,1,5,7,8,2,3]         5.1667         5.0000
[4,6,1,5,7,8,3,2]         5.1667         5.0000
[4,6,1,5,8,2,3,7]         4.8000         5.0000
[4,6,1,5,8,2,7,3]         4.8000         5.0000
[4,6,1,5,8,3,2,7]         4.8000         5.0000
[4,6,1,5,8,3,7,2]         4.8000         5.0000
[4,6,1,5,8,7,2,3]         4.8000         5.0000
[4,6,1,5,8,7,3,2]         4.8000         5.0000
[4,6,1,7,2,3,5,8]         4.0000         5.0000
[4,6,1,7,2,3,8,5]         4.4286         5.0000
[4,6,1,7,2,5,3,8]         4.0000         5.0000
[4,6,1,7,2,5,8,3]         4.7143         5.0000
[4,6,1,7,2,8,3,5]         4.6667         5.0000
[4,6,1,7,2,8,5,3]         4.6667         5.0000
[4,6,1,7,3,2,5,8]         4.0000         5.0000
[4,6,1,7,3,2,8,5]         4.4286         5.0000
[4,6,1,7,3,5,2,8]         4.0000         5.0000
[4,6,1,7,3,5,8,2]         4.8571         5.0000
[4,6,1,7,3,8,2,5]         4.8333         5.0000
[4,6,1,7,3,8,5,2]         4.8333         5.0000
[4,6,1,7,5,2,3,8]         4.0000         5.0000
[4,6,1,7,5,2,8,3]         4.7143         5.0000
[4,6,1,7,5,3,2,8]         4.0000         5.0000
[4,6,1,7,5,3,8,2]         4.8571         5.0000
[4,6,1,7,5,8,2,3]         5.1667         5.0000
[4,6,1,7,5,8,3,2]         5.1667         5.0000
[4,6,1,7,8,2,3,5]         5.2000         5.0000
[4,6,1,7,8,2,5,3]         5.2000         5.0000
[4,6,1,7,8,3,2,5]         5.2000         5.0000
[4,6,1,7,8,3,5,2]         5.2000         5.0000
[4,6,1,7,8,5,2,3]         5.2000         5.0000
[4,6,1,7,8,5,3,2]         5.2000         5.0000
[4,6,1,8,2,3,5,7]         4.7500         5.0000
[4,6,1,8,2,3,7,5]         4.7500         5.0000
[4,6,1,8,2,5,3,7]         4.7500         5.0000
[4,6,1,8,2,5,7,3]         4.7500         5.0000
[4,6,1,8,2,7,3,5]         4.7500         5.0000
[4,6,1,8,2,7,5,3]         4.7500         5.0000
[4,6,1,8,3,2,5,7]         4.7500         5.0000
[4,6,1,8,3,2,7,5]         4.7500         5.0000
[4,6,1,8,3,5,2,7]         4.7500         5.0000
[4,6,1,8,3,5,7,2]         4.7500         5.0000
[4,6,1,8,3,7,2,5]         4.7500         5.0000
[4,6,1,8,3,7,5,2]         4.7500         5.0000
[4,6,1,8,5,2,3,7]         4.7500         5.0000
[4,6,1,8,5,2,7,3]         4.7500         5.0000
[4,6,1,8,5,3,2,7]         4.7500         5.0000
[4,6,1,8,5,3,7,2]         4.7500         5.0000
[4,6,1,8,5,7,2,3]         4.7500         5.0000
[4,6,1,8,5,7,3,2]         4.7500         5.0000
[4,6,1,8,7,2,3,5]         4.7500         5.0000
[4,6,1,8,7,2,5,3]         4.7500         5.0000
[4,6,1,8,7,3,2,5]         4.7500         5.0000
[4,6,1,8,7,3,5,2]         4.7500         5.0000
[4,6,1,8,7,5,2,3]         4.7500         5.0000
[4,6,1,8,7,5,3,2]         4.7500         5.0000
[4,6,2,1,3,5,7,8]         4.0000         5.0000
[4,6,2,1,3,5,8,7]         4.1429         5.0000
[4,6,2,1,3,7,5,8]         4.0000         5.0000
[4,6,2,1,3,7,8,5]         4.4286         5.0000
[4,6,2,1,3,8,5,7]         4.1429         5.0000
[4,6,2,1,3,8,7,5]         4.4286         5.0000
[4,6,2,1,5,3,7,8]         4.0000         5.0000
[4,6,2,1,5,3,8,7]         4.1429         5.0000
[4,6,2,1,5,7,3,8]         4.0000         5.0000
[4,6,2,1,5,7,8,3]         4.7143         5.0000
[4,6,2,1,5,8,3,7]         4.1429         5.0000
[4,6,2,1,5,8,7,3]         4.7143         5.0000
[4,6,2,1,7,3,5,8]         4.0000         5.0000
[4,6,2,1,7,3,8,5]         4.4286         5.0000
[4,6,2,1,7,5,3,8]         4.0000         5.0000
[4,6,2,1,7,5,8,3]         4.7143         5.0000
[4,6,2,1,7,8,3,5]         4.6667         5.0000
[4,6,2,1,7,8,5,3]         4.6667         5.0000
[4,6,2,1,8,3,5,7]         4.1429         5.0000
[4,6,2,1,8,3,7,5]         4.4286         5.0000
[4,6,2,1,8,5,3,7]         4.1429         5.0000
[4,6,2,1,8,5,7,3]         4.7143         5.0000
[4,6,2,1,8,7,3,5]         4.6667         5.0000
[4,6,2,1,8,7,5,3]         4.6667         5.0000
[4,6,2,3,1,5,7,8]         4.0000         5.0000
[4,6,2,3,1,5,8,7]         4.1429         5.0000
[4,6,2,3,1,7,5,8]         4.0000         5.0000
[4,6,2,3,1,7,8,5]         4.4286         5.0000
[4,6,2,3,1,8,5,7]         4.1429         5.0000
[4,6,2,3,1,8,7,5]         4.4286         5.0000
[4,6,2,3,5,1,7,8]         4.0000         5.0000
[4,6,2,3,5,1,8,7]         4.1429         5.0000
[4,6,2,3,5,7,1,8]         4.5000         5.0000
[4,6,2,3,5,7,8,1]         4.5000         5.0000
[4,6,2,3,5,8,1,7]         4.6667         5.0000
[4,6,2,3,5,8,7,1]         4.6667         5.0000
[4,6,2,3,7,1,5,8]         4.0000         5.0000
[4,6,2,3,7,1,8,5]         4.4286         5.0000
[4,6,2,3,7,5,1,8]         4.5000         5.0000
[4,6,2,3,7,5,8,1]         4.5000         5.0000
[4,6,2,3,7,8,1,5]         5.0000         5.0000
[4,6,2,3,7,8,5,1]         5.0000         5.0000
[4,6,2,3,8,1,5,7]         4.1429         5.0000
[4,6,2,3,8,1,7,5]         4.4286         5.0000
[4,6,2,3,8,5,1,7]         4.6667         5.0000
[4,6,2,3,8,5,7,1]         4.6667         5.0000
[4,6,2,3,8,7,1,5]         5.0000         5.0000
[4,6,2,3,8,7,5,1]         5.0000         5.0000
[4,6,2,5,1,3,7,8]         4.0000         5.0000
[4,6,2,5,1,3,8,7]         4.1429         5.0000
[4,6,2,5,1,7,3,8]         4.0000         5.0000
[4,6,2,5,1,7,8,3]         4.7143         5.0000
[4,6,2,5,1,8,3,7]         4.1429         5.0000
[4,6,2,5,1,8,7,3]         4.7143         5.0000
[4,6,2,5,3,1,7,8]         4.0000         5.0000
[4,6,2,5,3,1,8,7]         4.1429         5.0000
[4,6,2,5,3,7,1,8]         4.5000         5.0000
[4,6,2,5,3,7,8,1]         4.5000         5.0000
[4,6,2,5,3,8,1,7]         4.6667         5.0000
[4,6,2,5,3,8,7,1]         4.6667         5.0000
[4,6,2,5,7,1,3,8]         4.8000         5.0000
[4,6,2,5,7,1,8,3]         4.8000         5.0000
[4,6,2,5,7,3,1,8]         4.8000         5.0000
[4,6,2,5,7,3,8,1]         4.8000         5.0000
[4,6,2,5,7,8,1,3]         4.8000         5.0000
[4,6,2,5,7,8,3,1]         4.8000         5.0000
[4,6,2,5,8,1,3,7]         5.0000         5.0000
[4,6,2,5,8,1,7,3]         5.0000         5.0000
[4,6,2,5,8,3,1,7]         5.0000         5.0000
[4,6,2,5,8,3,7,1]         5.0000         5.0000
[4,6,2,5,8,7,1,3]         5.0000         5.0000
[4,6,2,5,8,7,3,1]         5.0000         5.0000
[4,6,2,7,1,3,5,8]         4.0000         5.0000
[4,6,2,7,1,3,8,5]         4.4286         5.0000
[4,6,2,7,1,5,3,8]         4.0000         5.0000
[4,6,2,7,1,5,8,3]         4.7143         5.0000
[4,6,2,7,1,8,3,5]         4.6667         5.0000
[4,6,2,7,1,8,5,3]         4.6667         5.0000
[4,6,2,7,3,1,5,8]         4.0000         5.0000
[4,6,2,7,3,1,8,5]         4.4286         5.0000
[4,6,2,7,3,5,1,8]         4.5000         5.0000
[4,6,2,7,3,5,8,1]         4.5000         5.0000
[4,6,2,7,3,8,1,5]         5.0000         5.0000
[4,6,2,7,3,8,5,1]         5.0000         5.0000
[4,6,2,7,5,1,3,8]         4.8000         5.0000
[4,6,2,7,5,1,8,3]         4.8000         5.0000
[4,6,2,7,5,3,1,8]         4.8000         5.0000
[4,6,2,7,5,3,8,1]         4.8000         5.0000
[4,6,2,7,5,8,1,3]         4.8000         5.0000
[4,6,2,7,5,8,3,1]         4.8000         5.0000
[4,6,2,7,8,1,3,5]         5.4000         5.0000
[4,6,2,7,8,1,5,3]         5.4000         5.0000
[4,6,2,7,8,3,1,5]         5.4000         5.0000
[4,6,2,7,8,3,5,1]         5.4000         5.0000
[4,6,2,7,8,5,1,3]         5.4000         5.0000
[4,6,2,7,8,5,3,1]         5.4000         5.0000
[4,6,2,8,1,3,5,7]         5.0000         5.0000
[4,6,2,8,1,3,7,5]         5.0000         5.0000
[4,6,2,8,1,5,3,7]         5.0000         5.0000
[4,6,2,8,1,5,7,3]         5.0000         5.0000
[4,6,2,8,1,7,3,5]         5.0000         5.0000
[4,6,2,8,1,7,5,3]         5.0000         5.0000
[4,6,2,8,3,1,5,7]         5.0000         5.0000
[4,6,2,8,3,1,7,5]         5.0000         5.0000
[4,6,2,8,3,5,1,7]         5.0000         5.0000
[4,6,2,8,3,5,7,1]         5.0000         5.0000
[4,6,2,8,3,7,1,5]         5.0000         5.0000
[4,6,2,8,3,7,5,1]         5.0000         5.0000
[4,6,2,8,5,1,3,7]         5.0000         5.0000
[4,6,2,8,5,1,7,3]         5.0000         5.0000
[4,6,2,8,5,3,1,7]         5.0000         5.0000
[4,6,2,8,5,3,7,1]         5.0000         5.0000
[4,6,2,8,5,7,1,3]         5.0000         5.0000
[4,6,2,8,5,7,3,1]         5.0000         5.0000
[4,6,2,8,7,1,3,5]         5.0000         5.0000
[4,6,2,8,7,1,5,3]         5.0000         5.0000
[4,6,2,8,7,3,1,5]         5.0000         5.0000
[4,6,2,8,7,3,5,1]         5.0000         5.0000
[4,6,2,8,7,5,1,3]         5.0000         5.0000
[4,6,2,8,7,5,3,1]         5.0000         5.0000
[4,6,3,1,2,5,7,8]         4.0000         5.0000
[4,6,3,1,2,5,8,7]         4.1429         5.0000
[4,6,3,1,2,7,5,8]         4.0000         5.0000
[4,6,3,1,2,7,8,5]         4.4286         5.0000
[4,6,3,1,2,8,5,7]         4.1429         5.0000
[4,6,3,1,2,8,7,5]         4.4286         5.0000
[4,6,3,1,5,2,7,8]         4.0000         5.0000
[4,6,3,1,5,2,8,7]         4.1429         5.0000
[4,6,3,1,5,7,2,8]         4.0000         5.0000
[4,6,3,1,5,7,8,2]         4.8571         5.0000
[4,6,3,1,5,8,2,7]         4.5000         5.0000
[4,6,3,1,5,8,7,2]         4.5000         5.0000
[4,6,3,1,7,2,5,8]         4.0000         5.0000
[4,6,3,1,7,2,8,5]         4.4286         5.0000
[4,6,3,1,7,5,2,8]         4.0000         5.0000
[4,6,3,1,7,5,8,2]         4.8571         5.0000
[4,6,3,1,7,8,2,5]         4.8333         5.0000
[4,6,3,1,7,8,5,2]         4.8333         5.0000
[4,6,3,1,8,2,5,7]         4.1429         5.0000
[4,6,3,1,8,2,7,5]         4.4286         5.0000
[4,6,3,1,8,5,2,7]         4.5000         5.0000
[4,6,3,1,8,5,7,2]         4.5000         5.0000
[4,6,3,1,8,7,2,5]         4.8333         5.0000
[4,6,3,1,8,7,5,2]         4.8333         5.0000
[4,6,3,2,1,5,7,8]         4.0000         5.0000
[4,6,3,2,1,5,8,7]         4.1429         5.0000
[4,6,3,2,1,7,5,8]         4.0000         5.0000
[4,6,3,2,1,7,8,5]         4.4286         5.0000
[4,6,3,2,1,8,5,7]         4.1429         5.0000
[4,6,3,2,1,8,7,5]         4.4286         5.0000
[4,6,3,2,5,1,7,8]         4.0000         5.0000
[4,6,3,2,5,1,8,7]         4.1429         5.0000
[4,6,3,2,5,7,1,8]         4.5000         5.0000
[4,6,3,2,5,7,8,1]         4.5000         5.0000
[4,6,3,2,5,8,1,7]         4.6667         5.0000
[4,6,3,2,5,8,7,1]         4.6667         5.0000
[4,6,3,2,7,1,5,8]         4.0000         5.0000
[4,6,3,2,7,1,8,5]         4.4286         5.0000
[4,6,3,2,7,5,1,8]         4.5000         5.0000
[4,6,3,2,7,5,8,1]         4.5000         5.0000
[4,6,3,2,7,8,1,5]         5.0000         5.0000
[4,6,3,2,7,8,5,1]         5.0000         5.0000
[4,6,3,2,8,1,5,7]         4.1429         5.0000
[4,6,3,2,8,1,7,5]         4.4286         5.0000
[4,6,3,2,8,5,1,7]         4.6667         5.0000
[4,6,3,2,8,5,7,1]         4.6667         5.0000
[4,6,3,2,8,7,1,5]         5.0000         5.0000
[4,6,3,2,8,7,5,1]         5.0000         5.0000
[4,6,3,5,1,2,7,8]         4.0000         5.0000
[4,6,3,5,1,2,8,7]         4.1429         5.0000
[4,6,3,5,1,7,2,8]         4.0000         5.0000
[4,6,3,5,1,7,8,2]         4.8571         5.0000
[4,6,3,5,1,8,2,7]         4.5000         5.0000
[4,6,3,5,1,8,7,2]         4.5000         5.0000
[4,6,3,5,2,1,7,8]         4.0000         5.0000
[4,6,3,5,2,1,8,7]         4.1429         5.0000
[4,6,3,5,2,7,1,8]         4.5000         5.0000
[4,6,3,5,2,7,8,1]         4.5000         5.0000
[4,6,3,5,2,8,1,7]         4.6667         5.0000
[4,6,3,5,2,8,7,1]         4.6667         5.0000
[4,6,3,5,7,1,2,8]         5.0000         5.0000
[4,6,3,5,7,1,8,2]         5.0000         5.0000
[4,6,3,5,7,2,1,8]         5.0000         5.0000
[4,6,3,5,7,2,8,1]         5.0000         5.0000
[4,6,3,5,7,8,1,2]         5.0000         5.0000
[4,6,3,5,7,8,2,1]         5.0000         5.0000
[4,6,3,5,8,1,2,7]         5.2000         5.0000
[4,6,3,5,8,1,7,2]         5.2000         5.0000
[4,6,3,5,8,2,1,7]         5.2000         5.0000
[4,6,3,5,8,2,7,1]         5.2000         5.0000
[4,6,3,5,8,7,1,2]         5.2000         5.0000
[4,6,3,5,8,7,2,1]         5.2000         5.0000
[4,6,3,7,1,2,5,8]         5.0000         5.0000
[4,6,3,7,1,2,8,5]         5.0000         5.0000
[4,6,3,7,1,5,2,8]         5.0000         5.0000
[4,6,3,7,1,5,8,2]         5.0000         5.0000
[4,6,3,7,1,8,2,5]         5.0000         5.0000
[4,6,3,7,1,8,5,2]         5.0000         5.0000
[4,6,3,7,2,1,5,8]         5.0000         5.0000
[4,6,3,7,2,1,8,5]         5.0000         5.0000
[4,6,3,7,2,5,1,8]         5.0000         5.0000
[4,6,3,7,2,5,8,1]         5.0000         5.0000
[4,6,3,7,2,8,1,5]         5.0000         5.0000
[4,6,3,7,2,8,5,1]         5.0000         5.0000
[4,6,3,7,5,1,2,8]         5.0000         5.0000
[4,6,3,7,5,1,8,2]         5.0000         5.0000
[4,6,3,7,5,2,1,8]         5.0000         5.0000
[4,6,3,7,5,2,8,1]         5.0000         5.0000
[4,6,3,7,5,8,1,2]         5.0000         5.0000
[4,6,3,7,5,8,2,1]         5.0000         5.0000
[4,6,3,7,8,1,2,5]         5.0000         5.0000
[4,6,3,7,8,1,5,2]         5.0000         5.0000
[4,6,3,7,8,2,1,5]         5.0000         5.0000
[4,6,3,7,8,2,5,1]         5.0000         5.0000
[4,6,3,7,8,5,1,2]         5.0000         5.0000
[4,6,3,7,8,5,2,1]         5.0000         5.0000
[4,6,3,8,1,2,5,7]         5.2500         5.0000
[4,6,3,8,1,2,7,5]         5.2500         5.0000
[4,6,3,8,1,5,2,7]         5.2500         5.0000
[4,6,3,8,1,5,7,2]         5.2500         5.0000
[4,6,3,8,1,7,2,5]         5.2500         5.0000
[4,6,3,8,1,7,5,2]         5.2500         5.0000
[4,6,3,8,2,1,5,7]         5.2500         5.0000
[4,6,3,8,2,1,7,5]         5.2500         5.0000
[4,6,3,8,2,5,1,7]         5.2500         5.0000
[4,6,3,8,2,5,7,1]         5.2500         5.0000
[4,6,3,8,2,7,1,5]         5.2500         5.0000
[4,6,3,8,2,7,5,1]         5.2500         5.0000
[4,6,3,8,5,1,2,7]         5.2500         5.0000
[4,6,3,8,5,1,7,2]         5.2500         5.0000
[4,6,3,8,5,2,1,7]         5.2500         5.0000
[4,6,3,8,5,2,7,1]         5.2500         5.0000
[4,6,3,8,5,7,1,2]         5.2500         5.0000
[4,6,3,8,5,7,2,1]         5.2500         5.0000
[4,6,3,8,7,1,2,5]         5.2500         5.0000
[4,6,3,8,7,1,5,2]         5.2500         5.0000
[4,6,3,8,7,2,1,5]         5.2500         5.0000
[4,6,3,8,7,2,5,1]         5.2500         5.0000
[4,6,3,8,7,5,1,2]         5.2500         5.0000
[4,6,3,8,7,5,2,1]         5.2500         5.0000
[4,6,5,1,2,3,7,8]         4.0000         5.0000
[4,6,5,1,2,3,8,7]         4.1429         5.0000
[4,6,5,1,2,7,3,8]         4.0000         5.0000
[4,6,5,1,2,7,8,3]         4.7143         5.0000
[4,6,5,1,2,8,3,7]         4.1429         5.0000
[4,6,5,1,2,8,7,3]         4.7143         5.0000
[4,6,5,1,3,2,7,8]         4.0000         5.0000
[4,6,5,1,3,2,8,7]         4.1429         5.0000
[4,6,5,1,3,7,2,8]         4.0000         5.0000
[4,6,5,1,3,7,8,2]         4.8571         5.0000
[4,6,5,1,3,8,2,7]         4.5000         5.0000
[4,6,5,1,3,8,7,2]         4.5000         5.0000
[4,6,5,1,7,2,3,8]         4.0000         5.0000
[4,6,5,1,7,2,8,3]         4.7143         5.0000
[4,6,5,1,7,3,2,8]         4.0000         5.0000
[4,6,5,1,7,3,8,2]         4.8571         5.0000
[4,6,5,1,7,8,2,3]         5.1667         5.0000
